Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
201406,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,74315
201406,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,10783
201406,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,4867
201406,Exports,United Kingdom,Guinea-Bissau,"Milk and cream, concentrated or sweetened",0402,141448
201406,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,5296
201406,Exports,United Kingdom,Saint Kitts and Nevis,"Milk and cream, concentrated or sweetened",0402,4141
201406,Exports,United Kingdom,Saint Lucia,"Milk and cream, concentrated or sweetened",0402,12424
201406,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,127109
201406,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,428948
201406,Exports,United Kingdom,India,"Milk and cream, concentrated or sweetened",0402,3004
201406,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,206035
201406,Imports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,352
201406,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,24690
201406,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,997396
201406,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,146555
201406,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,542539
201406,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,4077
201406,Exports,United Kingdom,Syria,"Milk and cream, concentrated or sweetened",0402,310697
201406,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,841906
201406,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,470900
201406,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,302157
201406,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,1489783
201407,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,3214364
201407,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,1310196
201407,Exports,United Kingdom,Antigua and Barbuda,"Milk and cream, concentrated or sweetened",0402,9219
201407,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,1635
201407,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,2839499
201407,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,28650
201407,Exports,United Kingdom,Bulgaria,"Milk and cream, concentrated or sweetened",0402,7
201407,Exports,United Kingdom,Myanmar,"Milk and cream, concentrated or sweetened",0402,5731
201407,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,16061
201407,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,1600283
201407,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,137856
201407,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,715931
201407,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,9514
201407,Imports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,4517
201407,Imports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,74710
201407,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,15339
201407,Exports,United Kingdom,Dominica,"Milk and cream, concentrated or sweetened",0402,222528
201407,Exports,United Kingdom,Equatorial Guinea,"Milk and cream, concentrated or sweetened",0402,10388
201407,Exports,United Kingdom,Estonia,"Milk and cream, concentrated or sweetened",0402,282
201407,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,29
201407,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,6630456
201407,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,741461
201407,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,3865048
201407,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,493977
201407,Exports,United Kingdom,Ghana,"Milk and cream, concentrated or sweetened",0402,571912
201407,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,75
201407,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,234390
201407,Exports,United Kingdom,Guyana,"Milk and cream, concentrated or sweetened",0402,195312
201407,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1383284
201407,Imports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,734
201407,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,393
201407,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,6239536
201407,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,8430285
201407,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,79725
201407,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,16114
201407,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,707421
201407,Exports,United Kingdom,Jamaica,"Milk and cream, concentrated or sweetened",0402,58405
201407,Exports,United Kingdom,Jordan,"Milk and cream, concentrated or sweetened",0402,295948
201407,Exports,United Kingdom,Kenya,"Milk and cream, concentrated or sweetened",0402,1844
201407,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,1601
201407,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,2359805
201407,Exports,United Kingdom,Libya,"Milk and cream, concentrated or sweetened",0402,1862060
201407,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,9444
201407,Exports,United Kingdom,Madagascar,"Milk and cream, concentrated or sweetened",0402,115407
201407,Exports,United Kingdom,Malaysia,"Milk and cream, concentrated or sweetened",0402,297563
201407,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,15949
201407,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,112342
201407,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,4849238
201407,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,2650128
201407,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,1241083
201407,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,154077
201407,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,114251
201407,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,2883
201407,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,6940
201407,Exports,United Kingdom,Saint Vincent and the Grenadines,"Milk and cream, concentrated or sweetened",0402,70801
201407,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,174988
201407,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,398052
201407,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,1445283
201407,Imports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,413
201407,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,30730
201407,Exports,United Kingdom,South Africa,"Milk and cream, concentrated or sweetened",0402,65551
201407,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,659759
201407,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,29077
201407,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,258603
201407,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,2738
201407,Exports,United Kingdom,Syria,"Milk and cream, concentrated or sweetened",0402,93210
201407,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,101908
201407,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,217045
201407,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,103581
201407,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,581515
201407,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,850148
201408,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,440766
201408,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,1040928
201408,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,2656
201408,Exports,United Kingdom,Bahrain,"Milk and cream, concentrated or sweetened",0402,10793
201408,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,2059585
201408,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,1317440
201408,Exports,United Kingdom,Bulgaria,"Milk and cream, concentrated or sweetened",0402,23
201408,Exports,United Kingdom,Cameroon,"Milk and cream, concentrated or sweetened",0402,137021
201408,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,31588
201408,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,1233887
201408,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,278723
201408,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,1242444
201408,Exports,United Kingdom,Croatia,"Milk and cream, concentrated or sweetened",0402,299
201408,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,5133
201408,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,33430
201408,Exports,United Kingdom,Benin,"Milk and cream, concentrated or sweetened",0402,108531
201408,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,33
201408,Exports,United Kingdom,Estonia,"Milk and cream, concentrated or sweetened",0402,170
201408,Exports,United Kingdom,Falkland Isds (Malvinas),"Milk and cream, concentrated or sweetened",0402,7329
201408,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,1298
201408,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,7051096
201408,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,1095033
201408,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,3891589
201408,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,2422706
201408,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,282
201408,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,227647
201408,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1035685
201408,Imports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,292
201408,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,767
201408,Exports,United Kingdom,Iraq,"Milk and cream, concentrated or sweetened",0402,80513
201408,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,5323205
201408,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,7431534
201408,Exports,United Kingdom,Israel,"Milk and cream, concentrated or sweetened",0402,2744
201408,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,83728
201408,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,20382
201408,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,2173727
201408,Exports,United Kingdom,Kenya,"Milk and cream, concentrated or sweetened",0402,4136
201408,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,132326
201408,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,91839
201408,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,24808
201408,Exports,United Kingdom,Malaysia,"Milk and cream, concentrated or sweetened",0402,371776
201408,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,26662
201408,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,108366
201408,Exports,United Kingdom,Morocco,"Milk and cream, concentrated or sweetened",0402,86541
201408,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,3228538
201408,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,3170958
201408,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,4676807
201408,Exports,United Kingdom,Norway,"Milk and cream, concentrated or sweetened",0402,6435
201408,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,147879
201408,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,427360
201408,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,957
201408,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,5233
201408,Exports,United Kingdom,Qatar,"Milk and cream, concentrated or sweetened",0402,49825
201408,Exports,United Kingdom,Romania,"Milk and cream, concentrated or sweetened",0402,9986
201408,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,520183
201408,Exports,United Kingdom,India,"Milk and cream, concentrated or sweetened",0402,32770
201408,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,439476
201408,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,36348
201408,Exports,United Kingdom,Zimbabwe,"Milk and cream, concentrated or sweetened",0402,195526
201408,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,1199027
201408,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,13703
201408,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,350086
201408,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,2021
201408,Exports,United Kingdom,Switzerland,"Milk and cream, concentrated or sweetened",0402,2681
201408,Exports,United Kingdom,Syria,"Milk and cream, concentrated or sweetened",0402,188705
201408,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,1492
201408,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,214782
201408,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,564526
201408,Exports,United Kingdom,United States of America,"Milk and cream, concentrated or sweetened",0402,4515
201408,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,3311725
201409,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,1659167
201409,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,923506
201409,Imports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,230809
201409,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,443
201409,Exports,United Kingdom,Bangladesh,"Milk and cream, concentrated or sweetened",0402,895167
201409,Exports,United Kingdom,Barbados,"Milk and cream, concentrated or sweetened",0402,2027
201409,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,3836007
201409,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,83721
201409,Exports,United Kingdom,Cameroon,"Milk and cream, concentrated or sweetened",0402,83356
201409,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,15332
201409,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,1460603
201409,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,673852
201409,Exports,United Kingdom,Cuba,"Milk and cream, concentrated or sweetened",0402,849676
201409,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,13521
201409,Imports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,205887
201409,Exports,United Kingdom,Benin,"Milk and cream, concentrated or sweetened",0402,112444
201409,Imports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,94714
201409,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,63293
201409,Exports,United Kingdom,Dominican Rep.,"Milk and cream, concentrated or sweetened",0402,535019
201409,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,209
201409,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,8514848
201409,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,262833
201409,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,7550138
201409,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,2921594
201409,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,52
201409,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,441798
201409,Exports,United Kingdom,Guyana,"Milk and cream, concentrated or sweetened",0402,65483
201409,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1210921
201409,Imports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,284
201409,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,28794
201409,Exports,United Kingdom,Iraq,"Milk and cream, concentrated or sweetened",0402,111141
201409,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,5483656
201409,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,5498955
201409,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,315650
201409,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,4204
201409,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,2322223
201409,Exports,United Kingdom,Jamaica,"Milk and cream, concentrated or sweetened",0402,131078
201409,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,623076
201409,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,388137
201409,Exports,United Kingdom,Latvia,"Milk and cream, concentrated or sweetened",0402,37
201409,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,87643
201409,Exports,United Kingdom,Malaysia,"Milk and cream, concentrated or sweetened",0402,284043
201409,Exports,United Kingdom,Mali,"Milk and cream, concentrated or sweetened",0402,220000
201409,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,12190
201409,Exports,United Kingdom,Mauritania,"Milk and cream, concentrated or sweetened",0402,73724
201409,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,108406
201409,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,6187630
201409,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,979298
201409,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,308385
201409,Exports,United Kingdom,Norway,"Milk and cream, concentrated or sweetened",0402,5736
201409,Exports,United Kingdom,Pakistan,"Milk and cream, concentrated or sweetened",0402,8151
201409,Exports,United Kingdom,Panama,"Milk and cream, concentrated or sweetened",0402,142387
201409,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,1559654
201409,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,528311
201409,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,3608
201409,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,4418
201409,Exports,United Kingdom,Saint Lucia,"Milk and cream, concentrated or sweetened",0402,11489
201409,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,715791
201409,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,323245
201409,Exports,United Kingdom,Sierra Leone,"Milk and cream, concentrated or sweetened",0402,2876
201409,Imports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,71063
201409,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,28981
201409,Exports,United Kingdom,South Africa,"Milk and cream, concentrated or sweetened",0402,140486
201409,Exports,United Kingdom,Zimbabwe,"Milk and cream, concentrated or sweetened",0402,600121
201409,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,2847290
201409,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,127691
201409,Exports,United Kingdom,Suriname,"Milk and cream, concentrated or sweetened",0402,122553
201409,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,429279
201409,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,6831
201409,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,102362
201409,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,479755
201409,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,415556
201409,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,186467
201410,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,4074424
201410,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,995800
201410,Exports,United Kingdom,Antigua and Barbuda,"Milk and cream, concentrated or sweetened",0402,6346
201410,Imports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,423018
201410,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,59549
201410,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,3302017
201410,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,116425
201410,Exports,United Kingdom,Bulgaria,"Milk and cream, concentrated or sweetened",0402,59
201410,Exports,United Kingdom,Myanmar,"Milk and cream, concentrated or sweetened",0402,9776
201410,Exports,United Kingdom,Cayman Isds,"Milk and cream, concentrated or sweetened",0402,4023
201410,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,15269
201410,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,3284240
201410,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,399152
201410,Exports,United Kingdom,Cuba,"Milk and cream, concentrated or sweetened",0402,1362251
201410,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,18559
201410,Imports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,189860
201410,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,726
201410,Exports,United Kingdom,Benin,"Milk and cream, concentrated or sweetened",0402,351885
201410,Imports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,407095
201410,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,382
201410,Exports,United Kingdom,Dominican Rep.,"Milk and cream, concentrated or sweetened",0402,529591
201410,Exports,United Kingdom,Eritrea,"Milk and cream, concentrated or sweetened",0402,76915
201410,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,48
201410,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,8638220
201410,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,340620
201410,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,7113185
201410,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,3765190
201410,Exports,United Kingdom,Ghana,"Milk and cream, concentrated or sweetened",0402,549211
201410,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,344
201410,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,495667
201410,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1094916
201410,Imports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,623
201410,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,8783
201410,Exports,United Kingdom,Indonesia,"Milk and cream, concentrated or sweetened",0402,78730
201410,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,3720326
201410,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,3367531
201410,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,424554
201410,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,18026
201410,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,1104517
201410,Exports,United Kingdom,Jamaica,"Milk and cream, concentrated or sweetened",0402,314917
201410,Exports,United Kingdom,Jordan,"Milk and cream, concentrated or sweetened",0402,1576
201410,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,132087
201410,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,156721
201410,Imports,United Kingdom,Latvia,"Milk and cream, concentrated or sweetened",0402,432
201410,Exports,United Kingdom,Latvia,"Milk and cream, concentrated or sweetened",0402,74
201410,Exports,United Kingdom,Liberia,"Milk and cream, concentrated or sweetened",0402,44569
201410,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,31831
201410,Exports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,26
201410,Exports,United Kingdom,Luxembourg,"Milk and cream, concentrated or sweetened",0402,21
201410,Exports,United Kingdom,Malaysia,"Milk and cream, concentrated or sweetened",0402,12395
201410,Exports,United Kingdom,Mali,"Milk and cream, concentrated or sweetened",0402,150507
201410,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,12223
201410,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,456897
201410,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,9941905
201410,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,2978957
201410,Exports,United Kingdom,Niger,"Milk and cream, concentrated or sweetened",0402,189151
201410,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,771689
201410,Exports,United Kingdom,Norway,"Milk and cream, concentrated or sweetened",0402,6015
201410,Exports,United Kingdom,Pakistan,"Milk and cream, concentrated or sweetened",0402,190960
201410,Exports,United Kingdom,Philippines,"Milk and cream, concentrated or sweetened",0402,79761
201410,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,1165237
201410,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,3753
201410,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,2890
201410,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,2517
201410,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,450585
201410,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,240986
201410,Exports,United Kingdom,Sierra Leone,"Milk and cream, concentrated or sweetened",0402,48064
201410,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,117098
201410,Imports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,337348
201410,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,60556
201410,Exports,United Kingdom,South Africa,"Milk and cream, concentrated or sweetened",0402,70734
201410,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,1918378
201410,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,307996
201410,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,392271
201410,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,5112
201410,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,33042
201410,Exports,United Kingdom,Trinidad and Tobago,"Milk and cream, concentrated or sweetened",0402,80452
201410,Imports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,2391
201410,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,96597
201410,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,140237
201410,Exports,United Kingdom,United States of America,"Milk and cream, concentrated or sweetened",0402,4511
201410,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,134550
201410,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,964434
