Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
201411,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,2107597
201411,Exports,United Kingdom,Antigua and Barbuda,"Milk and cream, concentrated or sweetened",0402,6594
201411,Exports,United Kingdom,Australia,"Milk and cream, concentrated or sweetened",0402,2639
201411,Imports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,144989
201411,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,61225
201411,Exports,United Kingdom,Bangladesh,"Milk and cream, concentrated or sweetened",0402,701736
201411,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,6571627
201411,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,144579
201411,Exports,United Kingdom,Cameroon,"Milk and cream, concentrated or sweetened",0402,177395
201411,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,2546722
201411,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,394015
201411,Exports,United Kingdom,Cuba,"Milk and cream, concentrated or sweetened",0402,933206
201411,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,14177
201411,Imports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,229758
201411,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,60
201411,Imports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,223097
201411,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,102784
201411,Exports,United Kingdom,Dominica,"Milk and cream, concentrated or sweetened",0402,48359
201411,Exports,United Kingdom,Dominican Rep.,"Milk and cream, concentrated or sweetened",0402,233666
201411,Exports,United Kingdom,Estonia,"Milk and cream, concentrated or sweetened",0402,1087
201411,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,1675
201411,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,7938295
201411,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,95423
201411,Exports,United Kingdom,Gabon,"Milk and cream, concentrated or sweetened",0402,50748
201411,Exports,United Kingdom,Gambia,"Milk and cream, concentrated or sweetened",0402,11985
201411,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,6432700
201411,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,338815
201411,Exports,United Kingdom,Ghana,"Milk and cream, concentrated or sweetened",0402,90701
201411,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,6921
201411,Exports,United Kingdom,Guatemala,"Milk and cream, concentrated or sweetened",0402,63056
201411,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,765151
201411,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1701619
201411,Imports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,1201
201411,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,29177
201411,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,3783299
201411,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,3502820
201411,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,647002
201411,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,3488
201411,Exports,United Kingdom,Jamaica,"Milk and cream, concentrated or sweetened",0402,211199
201411,Exports,United Kingdom,Jordan,"Milk and cream, concentrated or sweetened",0402,4354
201411,Exports,United Kingdom,Kenya,"Milk and cream, concentrated or sweetened",0402,66726
201411,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,128643
201411,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,987090
201411,Exports,United Kingdom,Latvia,"Milk and cream, concentrated or sweetened",0402,35
201411,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,88948
201411,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,37672
201411,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,170859
201411,Exports,United Kingdom,Mexico,"Milk and cream, concentrated or sweetened",0402,746926
201411,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,8630781
201411,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,4721974
201411,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,374701
201411,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,1976740
201411,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,2890
201411,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,560
201411,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,2329
201411,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,2472
201411,Exports,United Kingdom,Saint Kitts and Nevis,"Milk and cream, concentrated or sweetened",0402,3392
201411,Exports,United Kingdom,Saint Lucia,"Milk and cream, concentrated or sweetened",0402,64440
201411,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,148529
201411,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,3764
201411,Imports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,119553
201411,Exports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,68
201411,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,11785
201411,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,2213969
201411,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,12282
201411,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,462832
201411,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,10531
201411,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,160040
201411,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,234895
201411,Exports,United Kingdom,United States of America,"Milk and cream, concentrated or sweetened",0402,5981
201411,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,203120
201411,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,963168
201412,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,3464600
201412,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,2030001
201412,Exports,United Kingdom,Australia,"Milk and cream, concentrated or sweetened",0402,42807
201412,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,846
201412,Exports,United Kingdom,Bangladesh,"Milk and cream, concentrated or sweetened",0402,95797
201412,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,3496670
201412,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,238126
201412,Exports,United Kingdom,Myanmar,"Milk and cream, concentrated or sweetened",0402,6236
201412,Exports,United Kingdom,Cameroon,"Milk and cream, concentrated or sweetened",0402,170651
201412,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,14870
201412,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,1465924
201412,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,395062
201412,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,273999
201412,Exports,United Kingdom,Cuba,"Milk and cream, concentrated or sweetened",0402,1916244
201412,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,9212
201412,Imports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,154977
201412,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,1490623
201412,Exports,United Kingdom,Dominican Rep.,"Milk and cream, concentrated or sweetened",0402,363535
201412,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,4749124
201412,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,730592
201412,Exports,United Kingdom,Gabon,"Milk and cream, concentrated or sweetened",0402,68886
201412,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,3498951
201412,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,1595715
201412,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,217
201412,Exports,United Kingdom,Guatemala,"Milk and cream, concentrated or sweetened",0402,64268
201412,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,1153658
201412,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1349795
201412,Imports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,411
201412,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,1034
201412,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,2836230
201412,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,6267310
201412,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,77537
201412,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,35099
201412,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,1075663
201412,Exports,United Kingdom,Jamaica,"Milk and cream, concentrated or sweetened",0402,60663
201412,Exports,United Kingdom,Japan,"Milk and cream, concentrated or sweetened",0402,105611
201412,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,126903
201412,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,756687
201412,Exports,United Kingdom,Libya,"Milk and cream, concentrated or sweetened",0402,437742
201412,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,77143
201412,Exports,United Kingdom,Malaysia,"Milk and cream, concentrated or sweetened",0402,37302
201412,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,23981
201412,Exports,United Kingdom,Mauritania,"Milk and cream, concentrated or sweetened",0402,116367
201412,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,77401
201412,Exports,United Kingdom,Namibia,"Milk and cream, concentrated or sweetened",0402,256335
201412,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,3522461
201412,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,1817996
201412,Exports,United Kingdom,Niger,"Milk and cream, concentrated or sweetened",0402,84543
201412,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,235627
201412,Exports,United Kingdom,Pakistan,"Milk and cream, concentrated or sweetened",0402,57483
201412,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,665366
201412,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,39225
201412,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,70998
201412,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,4882
201412,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,5307
201412,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,150795
201412,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,223067
201412,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,6779
201412,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,17553
201412,Exports,United Kingdom,South Africa,"Milk and cream, concentrated or sweetened",0402,548586
201412,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,677085
201412,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,12992
201412,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,390055
201412,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,3840
201412,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,1289
201412,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,146102
201412,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,965871
201412,Exports,United Kingdom,United States of America,"Milk and cream, concentrated or sweetened",0402,1757
201412,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,395844
201412,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,261734
